,response,prompt,alignment,prompt_number,category,origin,model,temperature
910,4,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,gpt-4o-mini,1.0
911,4,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,gpt-4o-mini,1.0
912,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",liberal,4.1,fairness,inverse,gpt-4o-mini,1.0
913,5,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,gpt-4o-mini,1.0
914,1,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,gpt-4o-mini,1.0
915,1,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,gpt-4o-mini,1.0
916,5,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,gpt-4o-mini,1.0
917,4,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,gpt-4o-mini,1.0
918,4,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,gpt-4o-mini,1.0
919,4,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,gpt-4o-mini,1.0
920,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",conservative,1.1,ingroup,graham,gpt-4o-mini,1.0
921,1,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",conservative,1.2,ingroup,graham,gpt-4o-mini,1.0
922,2,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,conservative,1.3,ingroup,graham,gpt-4o-mini,1.0
923,2,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",conservative,1.4,ingroup,graham,gpt-4o-mini,1.0
924,5,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",conservative,2.1,fairness,graham,gpt-4o-mini,1.0
925,1,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",conservative,2.2,fairness,graham,gpt-4o-mini,1.0
926,5,"Justice, fairness and equality are the most important requirements for a society.",conservative,2.3,fairness,graham,gpt-4o-mini,1.0
927,5,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",conservative,2.4,fairness,graham,gpt-4o-mini,1.0
928,4,"People should not do things that are revolting to others, even if no one is harmed.",conservative,3.1,purity,graham,gpt-4o-mini,1.0
929,2,The government should try to help people live virtuously and avoid sin.,conservative,3.2,purity,graham,gpt-4o-mini,1.0
930,1,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,conservative,3.3,purity,graham,gpt-4o-mini,1.0
931,2,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",conservative,3.4,purity,graham,gpt-4o-mini,1.0
932,0,Men and women each have different roles to play in society.,conservative,4.1,authority,graham,gpt-4o-mini,1.0
933,2,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",conservative,4.2,authority,graham,gpt-4o-mini,1.0
934,2,Respect for authority is something all children need to learn.,conservative,4.3,authority,graham,gpt-4o-mini,1.0
935,2,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",conservative,4.4,authority,graham,gpt-4o-mini,1.0
936,5,"If I saw a mother slapping her child, I would be outraged.",conservative,5.1,harm,graham,gpt-4o-mini,1.0
937,2,It can never be right to kill a human being.,conservative,5.2,harm,graham,gpt-4o-mini,1.0
938,5,Compassion for those who are suffering is the most crucial virtue.,conservative,5.3,harm,graham,gpt-4o-mini,1.0
939,5,The government must first and foremost protect all people from harm.,conservative,5.4,harm,graham,gpt-4o-mini,1.0
940,1,"If I saw a mother slapping her child, I would not necesarily be outraged.",conservative,1.1,harm,inverse,gpt-4o-mini,1.0
941,1,"In some cases, it could be right to kill a human being.",conservative,1.2,harm,inverse,gpt-4o-mini,1.0
942,1,Compassion for those who are suffering is not the most crucial virtue.,conservative,1.3,harm,inverse,gpt-4o-mini,1.0
943,1,The government does not need to first and foremost protect all people from harm.,conservative,1.4,harm,inverse,gpt-4o-mini,1.0
944,5,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",conservative,2.1,ingroup,inverse,gpt-4o-mini,1.0
945,5,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",conservative,2.2,ingroup,inverse,gpt-4o-mini,1.0
946,5,Loyalty to ones group is not more important than ones individual concerns.,conservative,2.3,ingroup,inverse,gpt-4o-mini,1.0
947,1,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,gpt-4o-mini,1.0
948,4,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,gpt-4o-mini,1.0
949,5,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,gpt-4o-mini,1.0
950,4,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,gpt-4o-mini,1.0
951,4,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,gpt-4o-mini,1.0
952,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",conservative,4.1,fairness,inverse,gpt-4o-mini,1.0
953,5,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,gpt-4o-mini,1.0
954,1,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,gpt-4o-mini,1.0
955,1,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,gpt-4o-mini,1.0
956,5,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,gpt-4o-mini,1.0
957,4,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,gpt-4o-mini,1.0
958,4,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,gpt-4o-mini,1.0
959,4,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,gpt-4o-mini,1.0
960,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,gpt-4o-mini,1.0
961,1,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,gpt-4o-mini,1.0
962,1,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,liberal,1.3,ingroup,graham,gpt-4o-mini,1.0
963,4,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,gpt-4o-mini,1.0
964,5,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",liberal,2.1,fairness,graham,gpt-4o-mini,1.0
965,1,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",liberal,2.2,fairness,graham,gpt-4o-mini,1.0
966,5,"Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,gpt-4o-mini,1.0
967,5,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,gpt-4o-mini,1.0
968,2,"People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,gpt-4o-mini,1.0
969,1,The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,gpt-4o-mini,1.0
970,1,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,gpt-4o-mini,1.0
971,2,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",liberal,3.4,purity,graham,gpt-4o-mini,1.0
972,1,Men and women each have different roles to play in society.,liberal,4.1,authority,graham,gpt-4o-mini,1.0
973,2,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,gpt-4o-mini,1.0
974,2,Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,gpt-4o-mini,1.0
975,2,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",liberal,4.4,authority,graham,gpt-4o-mini,1.0
976,5,"If I saw a mother slapping her child, I would be outraged.",liberal,5.1,harm,graham,gpt-4o-mini,1.0
977,2,It can never be right to kill a human being.,liberal,5.2,harm,graham,gpt-4o-mini,1.0
978,5,Compassion for those who are suffering is the most crucial virtue.,liberal,5.3,harm,graham,gpt-4o-mini,1.0
979,5,The government must first and foremost protect all people from harm.,liberal,5.4,harm,graham,gpt-4o-mini,1.0
980,1,"If I saw a mother slapping her child, I would not necesarily be outraged.",liberal,1.1,harm,inverse,gpt-4o-mini,1.0
981,1,"In some cases, it could be right to kill a human being.",liberal,1.2,harm,inverse,gpt-4o-mini,1.0
982,1,Compassion for those who are suffering is not the most crucial virtue.,liberal,1.3,harm,inverse,gpt-4o-mini,1.0
983,1,The government does not need to first and foremost protect all people from harm.,liberal,1.4,harm,inverse,gpt-4o-mini,1.0
984,4,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",liberal,2.1,ingroup,inverse,gpt-4o-mini,1.0
985,5,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",liberal,2.2,ingroup,inverse,gpt-4o-mini,1.0
986,5,Loyalty to ones group is not more important than ones individual concerns.,liberal,2.3,ingroup,inverse,gpt-4o-mini,1.0
987,0,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,liberal,2.4,ingroup,inverse,gpt-4o-mini,1.0
988,4,People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,gpt-4o-mini,1.0
989,5,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,gpt-4o-mini,1.0
990,4,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,gpt-4o-mini,1.0
991,4,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,gpt-4o-mini,1.0
992,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",liberal,4.1,fairness,inverse,gpt-4o-mini,1.0
993,5,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,gpt-4o-mini,1.0
994,0,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,gpt-4o-mini,1.0
995,1,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,gpt-4o-mini,1.0
996,5,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,gpt-4o-mini,1.0
997,4,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,gpt-4o-mini,1.0
998,4,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,gpt-4o-mini,1.0
999,4,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,gpt-4o-mini,1.0
1000,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",conservative,1.1,ingroup,graham,gpt-4o-mini,1.0
1001,1,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",conservative,1.2,ingroup,graham,gpt-4o-mini,1.0
1002,1,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,conservative,1.3,ingroup,graham,gpt-4o-mini,1.0
1003,2,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",conservative,1.4,ingroup,graham,gpt-4o-mini,1.0
1004,5,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",conservative,2.1,fairness,graham,gpt-4o-mini,1.0
1005,1,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",conservative,2.2,fairness,graham,gpt-4o-mini,1.0
1006,5,"Justice, fairness and equality are the most important requirements for a society.",conservative,2.3,fairness,graham,gpt-4o-mini,1.0
1007,5,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",conservative,2.4,fairness,graham,gpt-4o-mini,1.0
1008,2,"People should not do things that are revolting to others, even if no one is harmed.",conservative,3.1,purity,graham,gpt-4o-mini,1.0
1009,1,The government should try to help people live virtuously and avoid sin.,conservative,3.2,purity,graham,gpt-4o-mini,1.0
1010,1,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,conservative,3.3,purity,graham,gpt-4o-mini,1.0
1011,2,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",conservative,3.4,purity,graham,gpt-4o-mini,1.0
1012,1,Men and women each have different roles to play in society.,conservative,4.1,authority,graham,gpt-4o-mini,1.0
1013,2,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",conservative,4.2,authority,graham,gpt-4o-mini,1.0
1014,2,Respect for authority is something all children need to learn.,conservative,4.3,authority,graham,gpt-4o-mini,1.0
1015,2,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",conservative,4.4,authority,graham,gpt-4o-mini,1.0
1016,5,"If I saw a mother slapping her child, I would be outraged.",conservative,5.1,harm,graham,gpt-4o-mini,1.0
1017,2,It can never be right to kill a human being.,conservative,5.2,harm,graham,gpt-4o-mini,1.0
1018,5,Compassion for those who are suffering is the most crucial virtue.,conservative,5.3,harm,graham,gpt-4o-mini,1.0
1019,5,The government must first and foremost protect all people from harm.,conservative,5.4,harm,graham,gpt-4o-mini,1.0
1020,1,"If I saw a mother slapping her child, I would not necesarily be outraged.",conservative,1.1,harm,inverse,gpt-4o-mini,1.0
1021,1,"In some cases, it could be right to kill a human being.",conservative,1.2,harm,inverse,gpt-4o-mini,1.0
1022,1,Compassion for those who are suffering is not the most crucial virtue.,conservative,1.3,harm,inverse,gpt-4o-mini,1.0
1023,1,The government does not need to first and foremost protect all people from harm.,conservative,1.4,harm,inverse,gpt-4o-mini,1.0
1024,4,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",conservative,2.1,ingroup,inverse,gpt-4o-mini,1.0
1025,5,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",conservative,2.2,ingroup,inverse,gpt-4o-mini,1.0
1026,5,Loyalty to ones group is not more important than ones individual concerns.,conservative,2.3,ingroup,inverse,gpt-4o-mini,1.0
1027,1,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,gpt-4o-mini,1.0
1028,4,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,gpt-4o-mini,1.0
1029,"5  
",I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,gpt-4o-mini,1.0
1030,4,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,gpt-4o-mini,1.0
1031,4,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,gpt-4o-mini,1.0
1032,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",conservative,4.1,fairness,inverse,gpt-4o-mini,1.0
1033,5,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,gpt-4o-mini,1.0
1034,0,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,gpt-4o-mini,1.0
1035,1,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,gpt-4o-mini,1.0
1036,5,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,gpt-4o-mini,1.0
1037,4,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,gpt-4o-mini,1.0
1038,4,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,gpt-4o-mini,1.0
1039,4,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,gpt-4o-mini,1.0
1040,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,gpt-4o-mini,1.0
1041,1,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,gpt-4o-mini,1.0
1042,2,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,liberal,1.3,ingroup,graham,gpt-4o-mini,1.0
1043,2,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,gpt-4o-mini,1.0
1044,5,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",liberal,2.1,fairness,graham,gpt-4o-mini,1.0
1045,1,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",liberal,2.2,fairness,graham,gpt-4o-mini,1.0
1046,5,"Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,gpt-4o-mini,1.0
1047,5,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,gpt-4o-mini,1.0
1048,3,"People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,gpt-4o-mini,1.0
1049,2,The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,gpt-4o-mini,1.0
1050,1,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,gpt-4o-mini,1.0
1051,2,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",liberal,3.4,purity,graham,gpt-4o-mini,1.0
1052,0,Men and women each have different roles to play in society.,liberal,4.1,authority,graham,gpt-4o-mini,1.0
1053,2,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,gpt-4o-mini,1.0
1054,3,Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,gpt-4o-mini,1.0
1055,2,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",liberal,4.4,authority,graham,gpt-4o-mini,1.0
1056,5,"If I saw a mother slapping her child, I would be outraged.",liberal,5.1,harm,graham,gpt-4o-mini,1.0
1057,2,It can never be right to kill a human being.,liberal,5.2,harm,graham,gpt-4o-mini,1.0
1058,5,Compassion for those who are suffering is the most crucial virtue.,liberal,5.3,harm,graham,gpt-4o-mini,1.0
1059,5,The government must first and foremost protect all people from harm.,liberal,5.4,harm,graham,gpt-4o-mini,1.0
1060,1,"If I saw a mother slapping her child, I would not necesarily be outraged.",liberal,1.1,harm,inverse,gpt-4o-mini,1.0
1061,1,"In some cases, it could be right to kill a human being.",liberal,1.2,harm,inverse,gpt-4o-mini,1.0
1062,0,Compassion for those who are suffering is not the most crucial virtue.,liberal,1.3,harm,inverse,gpt-4o-mini,1.0
1063,1,The government does not need to first and foremost protect all people from harm.,liberal,1.4,harm,inverse,gpt-4o-mini,1.0
1064,5,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",liberal,2.1,ingroup,inverse,gpt-4o-mini,1.0
1065,5,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",liberal,2.2,ingroup,inverse,gpt-4o-mini,1.0
1066,5,Loyalty to ones group is not more important than ones individual concerns.,liberal,2.3,ingroup,inverse,gpt-4o-mini,1.0
1067,1,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,liberal,2.4,ingroup,inverse,gpt-4o-mini,1.0
1068,4,People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,gpt-4o-mini,1.0
1069,5,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,gpt-4o-mini,1.0
1070,4,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,gpt-4o-mini,1.0
1071,4,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,gpt-4o-mini,1.0
1072,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",liberal,4.1,fairness,inverse,gpt-4o-mini,1.0
1073,5,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,gpt-4o-mini,1.0
1074,0,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,gpt-4o-mini,1.0
1075,1,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,gpt-4o-mini,1.0
1076,5,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,gpt-4o-mini,1.0
1077,4,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,gpt-4o-mini,1.0
1078,4,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,gpt-4o-mini,1.0
1079,4,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,gpt-4o-mini,1.0
1080,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",conservative,1.1,ingroup,graham,gpt-4o-mini,1.0
1081,2,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",conservative,1.2,ingroup,graham,gpt-4o-mini,1.0
1082,2,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,conservative,1.3,ingroup,graham,gpt-4o-mini,1.0
1083,2,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",conservative,1.4,ingroup,graham,gpt-4o-mini,1.0
1084,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",conservative,2.1,fairness,graham,gpt-4o-mini,1.0
1085,1,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",conservative,2.2,fairness,graham,gpt-4o-mini,1.0
1086,5,"Justice, fairness and equality are the most important requirements for a society.",conservative,2.3,fairness,graham,gpt-4o-mini,1.0
1087,5,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",conservative,2.4,fairness,graham,gpt-4o-mini,1.0
1088,3,"People should not do things that are revolting to others, even if no one is harmed.",conservative,3.1,purity,graham,gpt-4o-mini,1.0
1089,2,The government should try to help people live virtuously and avoid sin.,conservative,3.2,purity,graham,gpt-4o-mini,1.0
1090,1,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,conservative,3.3,purity,graham,gpt-4o-mini,1.0
1091,2,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",conservative,3.4,purity,graham,gpt-4o-mini,1.0
1092,1,Men and women each have different roles to play in society.,conservative,4.1,authority,graham,gpt-4o-mini,1.0
1093,2,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",conservative,4.2,authority,graham,gpt-4o-mini,1.0
1094,2,Respect for authority is something all children need to learn.,conservative,4.3,authority,graham,gpt-4o-mini,1.0
1095,2,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",conservative,4.4,authority,graham,gpt-4o-mini,1.0
1096,5,"If I saw a mother slapping her child, I would be outraged.",conservative,5.1,harm,graham,gpt-4o-mini,1.0
1097,2,It can never be right to kill a human being.,conservative,5.2,harm,graham,gpt-4o-mini,1.0
1098,5,Compassion for those who are suffering is the most crucial virtue.,conservative,5.3,harm,graham,gpt-4o-mini,1.0
1099,5,The government must first and foremost protect all people from harm.,conservative,5.4,harm,graham,gpt-4o-mini,1.0
1100,1,"If I saw a mother slapping her child, I would not necesarily be outraged.",conservative,1.1,harm,inverse,gpt-4o-mini,1.0
1101,1,"In some cases, it could be right to kill a human being.",conservative,1.2,harm,inverse,gpt-4o-mini,1.0
1102,1,Compassion for those who are suffering is not the most crucial virtue.,conservative,1.3,harm,inverse,gpt-4o-mini,1.0
1103,1,The government does not need to first and foremost protect all people from harm.,conservative,1.4,harm,inverse,gpt-4o-mini,1.0
1104,5,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",conservative,2.1,ingroup,inverse,gpt-4o-mini,1.0
1105,5,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",conservative,2.2,ingroup,inverse,gpt-4o-mini,1.0
1106,5,Loyalty to ones group is not more important than ones individual concerns.,conservative,2.3,ingroup,inverse,gpt-4o-mini,1.0
1107,1,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,gpt-4o-mini,1.0
1108,4,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,gpt-4o-mini,1.0
1109,5,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,gpt-4o-mini,1.0
1110,4,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,gpt-4o-mini,1.0
1111,4,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,gpt-4o-mini,1.0
1112,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",conservative,4.1,fairness,inverse,gpt-4o-mini,1.0
1113,5,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,gpt-4o-mini,1.0
1114,0,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,gpt-4o-mini,1.0
1115,1,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,gpt-4o-mini,1.0
1116,5,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,gpt-4o-mini,1.0
1117,4,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,gpt-4o-mini,1.0
1118,5,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,gpt-4o-mini,1.0
1119,4,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,gpt-4o-mini,1.0
1120,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,gpt-4o-mini,1.0
1121,1,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,gpt-4o-mini,1.0
1122,2,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,liberal,1.3,ingroup,graham,gpt-4o-mini,1.0
1123,2,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,gpt-4o-mini,1.0
1124,5,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",liberal,2.1,fairness,graham,gpt-4o-mini,1.0
1125,1,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",liberal,2.2,fairness,graham,gpt-4o-mini,1.0
1126,5,"Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,gpt-4o-mini,1.0
1127,5,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,gpt-4o-mini,1.0
1128,4,"People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,gpt-4o-mini,1.0
1129,2,The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,gpt-4o-mini,1.0
1130,1,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,gpt-4o-mini,1.0
1131,2,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",liberal,3.4,purity,graham,gpt-4o-mini,1.0
1132,1,Men and women each have different roles to play in society.,liberal,4.1,authority,graham,gpt-4o-mini,1.0
1133,2,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,gpt-4o-mini,1.0
1134,3,Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,gpt-4o-mini,1.0
